; CSV, generated by atk_libsigrok4 1.0.0 on 2026-05-29 18:46:10
; Channels (2/16)
; ChannelsType: 3
; Sample rate: 5 MHz
; Sample count: 58.151489 M
; Sampling time: 2026-05-29 18:45:18.096
SystemTime, Time(s), Channel 0, Channel 1
'2026-05-29 18:45:20.584928600,2.488928600,1,0
'2026-05-29 18:45:20.584954800,2.488954800,1,1
'2026-05-29 18:45:20.584963400,2.488963400,1,0
'2026-05-29 18:45:20.585006800,2.489006800,1,1
'2026-05-29 18:45:20.585015600,2.489015600,1,0
'2026-05-29 18:45:20.585024200,2.489024200,1,1
'2026-05-29 18:45:20.585033000,2.489033000,1,0
'2026-05-29 18:45:20.585041600,2.489041600,1,1
'2026-05-29 18:45:20.585050400,2.489050400,1,0
'2026-05-29 18:45:20.585067600,2.489067600,1,1
'2026-05-29 18:45:20.585076400,2.489076400,1,0
'2026-05-29 18:45:20.585093800,2.489093800,1,1
'2026-05-29 18:45:20.585102400,2.489102400,1,0
'2026-05-29 18:45:20.585111200,2.489111200,1,1
'2026-05-29 18:45:20.585128600,2.489128600,1,0
'2026-05-29 18:45:20.585137200,2.489137200,1,1
'2026-05-29 18:45:20.585146000,2.489146000,1,0
'2026-05-29 18:45:20.585180600,2.489180600,1,1
'2026-05-29 18:45:20.585189400,2.489189400,1,0
'2026-05-29 18:45:20.585206800,2.489206800,1,1
'2026-05-29 18:45:20.585215400,2.489215400,1,0
'2026-05-29 18:45:20.585267600,2.489267600,1,1
'2026-05-29 18:45:20.585276200,2.489276200,1,0
'2026-05-29 18:45:20.585345800,2.489345800,1,1
'2026-05-29 18:45:20.585363200,2.489363200,1,0
'2026-05-29 18:45:20.585371800,2.489371800,1,1
'2026-05-29 18:45:20.585424000,2.489424000,1,0
'2026-05-29 18:45:20.585441400,2.489441400,1,1
'2026-05-29 18:45:20.585450000,2.489450000,1,0
'2026-05-29 18:45:20.585528200,2.489528200,1,1
'2026-05-29 18:45:20.585537000,2.489537000,1,0
'2026-05-29 18:45:20.585545600,2.489545600,1,1
'2026-05-29 18:45:20.585554400,2.489554400,1,0
'2026-05-29 18:45:20.585563000,2.489563000,1,1
'2026-05-29 18:45:20.585580400,2.489580400,1,0
'2026-05-29 18:45:20.585615200,2.489615200,1,1
'2026-05-29 18:45:20.585623800,2.489623800,1,0
'2026-05-29 18:45:20.585641200,2.489641200,1,1
'2026-05-29 18:45:20.585649800,2.489649800,1,0
'2026-05-29 18:45:20.585702000,2.489702000,1,1
'2026-05-29 18:45:20.585710800,2.489710800,1,0
'2026-05-29 18:45:20.585788800,2.489788800,1,1
'2026-05-29 18:45:20.585797600,2.489797600,1,0
'2026-05-29 18:45:20.585806200,2.489806200,1,1
'2026-05-29 18:45:20.585832400,2.489832400,1,0
'2026-05-29 18:45:20.585875800,2.489875800,1,1
'2026-05-29 18:45:20.585884400,2.489884400,1,0
'2026-05-29 18:45:20.585910600,2.489910600,1,1
'2026-05-29 18:45:20.585945400,2.489945400,1,0
'2026-05-29 18:45:20.585962600,2.489962600,1,1
'2026-05-29 18:45:20.585971400,2.489971400,1,0
'2026-05-29 18:45:20.586049600,2.490049600,1,1
'2026-05-29 18:45:20.586058200,2.490058200,1,0
'2026-05-29 18:45:20.586136400,2.490136400,1,1
'2026-05-29 18:45:20.586145200,2.490145200,1,0
'2026-05-29 18:45:20.586153800,2.490153800,1,1
'2026-05-29 18:45:20.586171200,2.490171200,1,0
'2026-05-29 18:45:20.586223400,2.490223400,1,1
'2026-05-29 18:45:20.586232000,2.490232000,1,0
'2026-05-29 18:45:20.586310200,2.490310200,1,1
'2026-05-29 18:45:20.586319000,2.490319000,1,0
'2026-05-29 18:45:20.586397200,2.490397200,1,1
'2026-05-29 18:45:20.586405800,2.490405800,1,0
'2026-05-29 18:45:20.586484000,2.490484000,1,1
'2026-05-29 18:45:20.586492800,2.490492800,1,0
'2026-05-29 18:45:20.586510000,2.490510000,1,1
'2026-05-29 18:45:20.586553600,2.490553600,1,0
'2026-05-29 18:45:20.586562200,2.490562200,1,1
'2026-05-29 18:45:20.586579600,2.490579600,1,0
'2026-05-29 18:45:20.586588200,2.490588200,1,1
'2026-05-29 18:45:20.586614400,2.490614400,1,0
'2026-05-29 18:45:20.586623000,2.490623000,1,1
'2026-05-29 18:45:20.586631800,2.490631800,1,0
'2026-05-29 18:45:20.586657800,2.490657800,1,1
'2026-05-29 18:45:20.586666600,2.490666600,1,0
'2026-05-29 18:45:20.586744600,2.490744600,1,1
'2026-05-29 18:45:20.586753400,2.490753400,1,0
'2026-05-29 18:45:20.586831600,2.490831600,1,1
'2026-05-29 18:45:20.586840200,2.490840200,1,0
'2026-05-29 18:45:20.586849000,2.490849000,1,1
'2026-05-29 18:45:20.586857600,2.490857600,1,0
'2026-05-29 18:45:20.586866400,2.490866400,1,1
'2026-05-29 18:45:20.586883800,2.490883800,1,0
'2026-05-29 18:45:20.586892400,2.490892400,1,1
'2026-05-29 18:45:20.586901000,2.490901000,1,0
'2026-05-29 18:45:20.586918400,2.490918400,1,1
'2026-05-29 18:45:20.586927200,2.490927200,1,0
'2026-05-29 18:45:20.586935800,2.490935800,1,1
'2026-05-29 18:45:20.586944600,2.490944600,1,0
'2026-05-29 18:45:20.586953200,2.490953200,1,1
'2026-05-29 18:45:20.586970600,2.490970600,1,0
'2026-05-29 18:45:20.587005400,2.491005400,1,1
'2026-05-29 18:45:20.587014000,2.491014000,1,0
'2026-05-29 18:45:20.587092200,2.491092200,1,1
'2026-05-29 18:45:20.587101000,2.491101000,1,0
'2026-05-29 18:45:20.587179200,2.491179200,1,1
'2026-05-29 18:45:20.587187800,2.491187800,1,0
'2026-05-29 18:45:20.587240000,2.491240000,1,1
'2026-05-29 18:45:20.587274800,2.491274800,1,0
'2026-05-29 18:45:20.587352800,2.491352800,1,1
'2026-05-29 18:45:20.587361600,2.491361600,1,0
'2026-05-29 18:45:20.587387600,2.491387600,1,1
'2026-05-29 18:45:20.587396400,2.491396400,1,0
'2026-05-29 18:45:20.587439800,2.491439800,1,1
'2026-05-29 18:45:20.587448400,2.491448400,1,0
'2026-05-29 18:45:20.587457200,2.491457200,1,1
'2026-05-29 18:45:20.587483200,2.491483200,1,0
'2026-05-29 18:45:20.587492000,2.491492000,1,1
'2026-05-29 18:45:20.587509400,2.491509400,1,0
'2026-05-29 18:45:20.587526600,2.491526600,1,1
'2026-05-29 18:45:20.587535400,2.491535400,1,0
'2026-05-29 18:45:20.587613600,2.491613600,1,1
'2026-05-29 18:45:20.587622200,2.491622200,1,0
'2026-05-29 18:45:20.587700400,2.491700400,1,1
'2026-05-29 18:45:20.587709200,2.491709200,1,0
'2026-05-29 18:45:20.587787400,2.491787400,1,1
'2026-05-29 18:45:20.587796000,2.491796000,1,0
'2026-05-29 18:45:20.587874200,2.491874200,1,1
'2026-05-29 18:45:20.587883000,2.491883000,1,0
'2026-05-29 18:45:20.587891600,2.491891600,1,1
'2026-05-29 18:45:20.587909000,2.491909000,1,0
'2026-05-29 18:45:20.587961200,2.491961200,1,1
'2026-05-29 18:45:20.587969800,2.491969800,1,0
'2026-05-29 18:45:20.588039400,2.492039400,1,1
'2026-05-29 18:45:20.588056800,2.492056800,1,0
'2026-05-29 18:45:20.588134800,2.492134800,1,1
'2026-05-29 18:45:20.588143600,2.492143600,1,0
'2026-05-29 18:45:20.588221800,2.492221800,1,1
'2026-05-29 18:45:20.588230400,2.492230400,1,0
'2026-05-29 18:45:20.588239200,2.492239200,1,1
'2026-05-29 18:45:20.588256600,2.492256600,1,0
'2026-05-29 18:45:20.588274000,2.492274000,1,1
'2026-05-29 18:45:20.588282600,2.492282600,1,0
'2026-05-29 18:45:20.588308600,2.492308600,1,1
'2026-05-29 18:45:20.588317400,2.492317400,1,0
'2026-05-29 18:45:20.588326000,2.492326000,1,1
'2026-05-29 18:45:20.588334800,2.492334800,1,0
'2026-05-29 18:45:20.588395600,2.492395600,1,1
'2026-05-29 18:45:20.588404200,2.492404200,1,0
'2026-05-29 18:45:20.588430400,2.492430400,1,1
'2026-05-29 18:45:20.588439000,2.492439000,1,0
'2026-05-29 18:45:20.588456400,2.492456400,1,1
'2026-05-29 18:45:20.588473800,2.492473800,1,0
'2026-05-29 18:45:20.588482400,2.492482400,1,1
'2026-05-29 18:45:20.588491200,2.492491200,1,0
'2026-05-29 18:45:20.588569400,2.492569400,1,1
'2026-05-29 18:45:20.588578000,2.492578000,1,0
'2026-05-29 18:45:20.588656200,2.492656200,1,1
'2026-05-29 18:45:20.588665000,2.492665000,1,0
'2026-05-29 18:45:20.588699600,2.492699600,1,1
'2026-05-29 18:45:20.588717000,2.492717000,1,0
'2026-05-29 18:45:20.588725800,2.492725800,1,1
'2026-05-29 18:45:20.588734400,2.492734400,1,0
'2026-05-29 18:45:20.588743200,2.492743200,1,1
'2026-05-29 18:45:20.588751800,2.492751800,1,0
'2026-05-29 18:45:20.588769200,2.492769200,1,1
'2026-05-29 18:45:20.588777800,2.492777800,1,0
'2026-05-29 18:45:20.588821400,2.492821400,1,1
'2026-05-29 18:45:20.588838600,2.492838600,1,0
'2026-05-29 18:45:20.588873400,2.492873400,1,1
'2026-05-29 18:45:20.588890800,2.492890800,1,0
'2026-05-29 18:45:20.588899600,2.492899600,1,1
'2026-05-29 18:45:20.588908200,2.492908200,1,0
'2026-05-29 18:45:20.588916800,2.492916800,1,1
'2026-05-29 18:45:20.588925600,2.492925600,1,0
'2026-05-29 18:45:20.588943000,2.492943000,1,1
'2026-05-29 18:45:20.588951600,2.492951600,1,0
'2026-05-29 18:45:20.589003800,2.493003800,1,1
'2026-05-29 18:45:20.589012400,2.493012400,1,0
'2026-05-29 18:45:20.589090600,2.493090600,1,1
'2026-05-29 18:45:20.589099400,2.493099400,1,0
'2026-05-29 18:45:20.589177600,2.493177600,1,1
'2026-05-29 18:45:20.589186200,2.493186200,1,0
'2026-05-29 18:45:20.589195000,2.493195000,1,1
'2026-05-29 18:45:20.589255800,2.493255800,1,0
'2026-05-29 18:45:20.589264400,2.493264400,1,1
'2026-05-29 18:45:20.589273200,2.493273200,1,0
'2026-05-29 18:45:20.589281800,2.493281800,1,1
'2026-05-29 18:45:20.589290600,2.493290600,1,0
'2026-05-29 18:45:20.589342600,2.493342600,1,1
'2026-05-29 18:45:20.589360000,2.493360000,1,0
'2026-05-29 18:45:20.589368800,2.493368800,1,1
'2026-05-29 18:45:20.589377400,2.493377400,1,0
'2026-05-29 18:45:20.589394800,2.493394800,1,1
'2026-05-29 18:45:20.589403400,2.493403400,1,0
'2026-05-29 18:45:20.589412200,2.493412200,1,1
'2026-05-29 18:45:20.589420800,2.493420800,1,0
'2026-05-29 18:45:20.589438200,2.493438200,1,1
'2026-05-29 18:45:20.589447000,2.493447000,1,0
'2026-05-29 18:45:20.589455600,2.493455600,1,1
'2026-05-29 18:45:20.589473000,2.493473000,1,0
'2026-05-29 18:45:20.589525000,2.493525000,1,1
'2026-05-29 18:45:20.589533800,2.493533800,1,0
'2026-05-29 18:45:20.589542400,2.493542400,1,1
'2026-05-29 18:45:20.589551200,2.493551200,1,0
'2026-05-29 18:45:20.589559800,2.493559800,1,1
'2026-05-29 18:45:20.589568600,2.493568600,1,0
'2026-05-29 18:45:20.589603200,2.493603200,1,1
'2026-05-29 18:45:20.589620600,2.493620600,1,0
'2026-05-29 18:45:20.589629400,2.493629400,1,1
'2026-05-29 18:45:20.589655400,2.493655400,1,0
'2026-05-29 18:45:20.589698800,2.493698800,1,1
'2026-05-29 18:45:21.587534000,3.491534000,1,0
'2026-05-29 18:45:21.587542600,3.491542600,1,1
'2026-05-29 18:45:21.587551200,3.491551200,1,0
'2026-05-29 18:45:21.587560000,3.491560000,1,1
'2026-05-29 18:45:21.587568600,3.491568600,1,0
'2026-05-29 18:45:21.587577400,3.491577400,1,1
'2026-05-29 18:45:21.587586000,3.491586000,1,0
'2026-05-29 18:45:21.587594800,3.491594800,1,1
'2026-05-29 18:45:21.587603400,3.491603400,1,0
'2026-05-29 18:45:21.587612000,3.491612000,1,1
'2026-05-29 18:45:21.587620800,3.491620800,1,0
'2026-05-29 18:45:21.587629400,3.491629400,1,1
'2026-05-29 18:45:21.587638200,3.491638200,1,0
'2026-05-29 18:45:21.587655600,3.491655600,1,1
'2026-05-29 18:45:21.587681600,3.491681600,1,0
'2026-05-29 18:45:21.587699000,3.491699000,1,1
'2026-05-29 18:45:21.587707600,3.491707600,1,0
'2026-05-29 18:45:21.587733800,3.491733800,1,1
'2026-05-29 18:45:21.587742400,3.491742400,1,0
'2026-05-29 18:45:21.587785800,3.491785800,1,1
'2026-05-29 18:45:21.587794600,3.491794600,1,0
'2026-05-29 18:45:21.587803200,3.491803200,1,1
'2026-05-29 18:45:21.587812000,3.491812000,1,0
'2026-05-29 18:45:21.587820600,3.491820600,1,1
'2026-05-29 18:45:21.587829400,3.491829400,1,0
'2026-05-29 18:45:21.587846600,3.491846600,1,1
'2026-05-29 18:45:21.587855400,3.491855400,1,0
'2026-05-29 18:45:21.587872800,3.491872800,1,1
'2026-05-29 18:45:21.587881400,3.491881400,1,0
'2026-05-29 18:45:21.587890200,3.491890200,1,1
'2026-05-29 18:45:21.587907600,3.491907600,1,0
'2026-05-29 18:45:21.587916200,3.491916200,1,1
'2026-05-29 18:45:21.587924800,3.491924800,1,0
'2026-05-29 18:45:21.587959600,3.491959600,1,1
'2026-05-29 18:45:21.587968400,3.491968400,1,0
'2026-05-29 18:45:21.587985600,3.491985600,1,1
'2026-05-29 18:45:21.587994400,3.491994400,1,0
'2026-05-29 18:45:21.588046600,3.492046600,1,1
'2026-05-29 18:45:21.588055200,3.492055200,1,0
'2026-05-29 18:45:21.588124800,3.492124800,1,1
'2026-05-29 18:45:21.588142000,3.492142000,1,0
'2026-05-29 18:45:21.588150800,3.492150800,1,1
'2026-05-29 18:45:21.588203000,3.492203000,1,0
'2026-05-29 18:45:21.588220200,3.492220200,1,1
'2026-05-29 18:45:21.588229000,3.492229000,1,0
'2026-05-29 18:45:21.588307200,3.492307200,1,1
'2026-05-29 18:45:21.588315800,3.492315800,1,0
'2026-05-29 18:45:21.588324600,3.492324600,1,1
'2026-05-29 18:45:21.588333200,3.492333200,1,0
'2026-05-29 18:45:21.588342000,3.492342000,1,1
'2026-05-29 18:45:21.588359400,3.492359400,1,0
'2026-05-29 18:45:21.588394000,3.492394000,1,1
'2026-05-29 18:45:21.588402800,3.492402800,1,0
'2026-05-29 18:45:21.588420200,3.492420200,1,1
'2026-05-29 18:45:21.588428800,3.492428800,1,0
'2026-05-29 18:45:21.588481000,3.492481000,1,1
'2026-05-29 18:45:21.588489600,3.492489600,1,0
'2026-05-29 18:45:21.588567800,3.492567800,1,1
'2026-05-29 18:45:21.588576600,3.492576600,1,0
'2026-05-29 18:45:21.588585200,3.492585200,1,1
'2026-05-29 18:45:21.588611200,3.492611200,1,0
'2026-05-29 18:45:21.588654600,3.492654600,1,1
'2026-05-29 18:45:21.588663400,3.492663400,1,0
'2026-05-29 18:45:21.588689400,3.492689400,1,1
'2026-05-29 18:45:21.588724200,3.492724200,1,0
'2026-05-29 18:45:21.588741600,3.492741600,1,1
'2026-05-29 18:45:21.588750200,3.492750200,1,0
'2026-05-29 18:45:21.588828400,3.492828400,1,1
'2026-05-29 18:45:21.588837200,3.492837200,1,0
'2026-05-29 18:45:21.588915400,3.492915400,1,1
'2026-05-29 18:45:21.588924000,3.492924000,1,0
'2026-05-29 18:45:21.588932800,3.492932800,1,1
'2026-05-29 18:45:21.588950000,3.492950000,1,0
'2026-05-29 18:45:21.589002200,3.493002200,1,1
'2026-05-29 18:45:21.589011000,3.493011000,1,0
'2026-05-29 18:45:21.589089000,3.493089000,1,1
'2026-05-29 18:45:21.589097800,3.493097800,1,0
'2026-05-29 18:45:21.589176000,3.493176000,1,1
'2026-05-29 18:45:21.589184600,3.493184600,1,0
'2026-05-29 18:45:21.589262800,3.493262800,1,1
'2026-05-29 18:45:21.589271600,3.493271600,1,0
'2026-05-29 18:45:21.589289000,3.493289000,1,1
'2026-05-29 18:45:21.589332400,3.493332400,1,0
'2026-05-29 18:45:21.589341000,3.493341000,1,1
'2026-05-29 18:45:21.589358400,3.493358400,1,0
'2026-05-29 18:45:21.589367200,3.493367200,1,1
'2026-05-29 18:45:21.589393200,3.493393200,1,0
'2026-05-29 18:45:21.589401800,3.493401800,1,1
'2026-05-29 18:45:21.589410600,3.493410600,1,0
'2026-05-29 18:45:21.589436600,3.493436600,1,1
'2026-05-29 18:45:21.589445400,3.493445400,1,0
'2026-05-29 18:45:21.589523600,3.493523600,1,1
'2026-05-29 18:45:21.589532200,3.493532200,1,0
'2026-05-29 18:45:21.589610400,3.493610400,1,1
'2026-05-29 18:45:21.589619000,3.493619000,1,0
'2026-05-29 18:45:21.589627800,3.493627800,1,1
'2026-05-29 18:45:21.589636400,3.493636400,1,0
'2026-05-29 18:45:21.589645200,3.493645200,1,1
'2026-05-29 18:45:21.589662600,3.493662600,1,0
'2026-05-29 18:45:21.589671200,3.493671200,1,1
'2026-05-29 18:45:21.589680000,3.493680000,1,0
'2026-05-29 18:45:21.589697200,3.493697200,1,1
'2026-05-29 18:45:21.589706000,3.493706000,1,0
'2026-05-29 18:45:21.589714600,3.493714600,1,1
'2026-05-29 18:45:21.589723400,3.493723400,1,0
'2026-05-29 18:45:21.589732000,3.493732000,1,1
'2026-05-29 18:45:21.589749400,3.493749400,1,0
'2026-05-29 18:45:21.589784200,3.493784200,1,1
'2026-05-29 18:45:21.589792800,3.493792800,1,0
'2026-05-29 18:45:21.589871000,3.493871000,1,1
'2026-05-29 18:45:21.589879800,3.493879800,1,0
'2026-05-29 18:45:21.589958000,3.493958000,1,1
'2026-05-29 18:45:21.589966600,3.493966600,1,0
'2026-05-29 18:45:21.590018800,3.494018800,1,1
'2026-05-29 18:45:21.590053600,3.494053600,1,0
'2026-05-29 18:45:21.590131600,3.494131600,1,1
'2026-05-29 18:45:21.590140400,3.494140400,1,0
'2026-05-29 18:45:21.590166400,3.494166400,1,1
'2026-05-29 18:45:21.590175200,3.494175200,1,0
'2026-05-29 18:45:21.590218600,3.494218600,1,1
'2026-05-29 18:45:21.590227200,3.494227200,1,0
'2026-05-29 18:45:21.590236000,3.494236000,1,1
'2026-05-29 18:45:21.590262000,3.494262000,1,0
'2026-05-29 18:45:21.590270800,3.494270800,1,1
'2026-05-29 18:45:21.590288200,3.494288200,1,0
'2026-05-29 18:45:21.590305400,3.494305400,1,1
'2026-05-29 18:45:21.590314200,3.494314200,1,0
'2026-05-29 18:45:21.590392400,3.494392400,1,1
'2026-05-29 18:45:21.590401000,3.494401000,1,0
'2026-05-29 18:45:21.590479200,3.494479200,1,1
'2026-05-29 18:45:21.590488000,3.494488000,1,0
'2026-05-29 18:45:21.590566200,3.494566200,1,1
'2026-05-29 18:45:21.590574800,3.494574800,1,0
'2026-05-29 18:45:21.590653000,3.494653000,1,1
'2026-05-29 18:45:21.590661800,3.494661800,1,0
'2026-05-29 18:45:21.590670400,3.494670400,1,1
'2026-05-29 18:45:21.590687800,3.494687800,1,0
'2026-05-29 18:45:21.590739800,3.494739800,1,1
'2026-05-29 18:45:21.590748600,3.494748600,1,0
'2026-05-29 18:45:21.590818000,3.494818000,1,1
'2026-05-29 18:45:21.590835400,3.494835400,1,0
'2026-05-29 18:45:21.590913600,3.494913600,1,1
'2026-05-29 18:45:21.590922400,3.494922400,1,0
'2026-05-29 18:45:21.591000600,3.495000600,1,1
'2026-05-29 18:45:21.591009200,3.495009200,1,0
'2026-05-29 18:45:21.591018000,3.495018000,1,1
'2026-05-29 18:45:21.591035400,3.495035400,1,0
'2026-05-29 18:45:21.591052600,3.495052600,1,1
'2026-05-29 18:45:21.591061400,3.495061400,1,0
'2026-05-29 18:45:21.591087400,3.495087400,1,1
'2026-05-29 18:45:21.591096200,3.495096200,1,0
'2026-05-29 18:45:21.591104800,3.495104800,1,1
'2026-05-29 18:45:21.591113600,3.495113600,1,0
'2026-05-29 18:45:21.591174400,3.495174400,1,1
'2026-05-29 18:45:21.591183000,3.495183000,1,0
'2026-05-29 18:45:21.591209000,3.495209000,1,1
'2026-05-29 18:45:21.591217800,3.495217800,1,0
'2026-05-29 18:45:21.591235200,3.495235200,1,1
'2026-05-29 18:45:21.591252600,3.495252600,1,0
'2026-05-29 18:45:21.591261200,3.495261200,1,1
'2026-05-29 18:45:21.591270000,3.495270000,1,0
'2026-05-29 18:45:21.591348200,3.495348200,1,1
'2026-05-29 18:45:21.591356800,3.495356800,1,0
'2026-05-29 18:45:21.591435000,3.495435000,1,1
'2026-05-29 18:45:21.591443600,3.495443600,1,0
'2026-05-29 18:45:21.591478400,3.495478400,1,1
'2026-05-29 18:45:21.591495800,3.495495800,1,0
'2026-05-29 18:45:21.591504600,3.495504600,1,1
'2026-05-29 18:45:21.591513200,3.495513200,1,0
'2026-05-29 18:45:21.591521800,3.495521800,1,1
'2026-05-29 18:45:21.591530600,3.495530600,1,0
'2026-05-29 18:45:21.591548000,3.495548000,1,1
'2026-05-29 18:45:21.591556600,3.495556600,1,0
'2026-05-29 18:45:21.591600000,3.495600000,1,1
'2026-05-29 18:45:21.591617400,3.495617400,1,0
'2026-05-29 18:45:21.591652200,3.495652200,1,1
'2026-05-29 18:45:21.591669600,3.495669600,1,0
'2026-05-29 18:45:21.591678200,3.495678200,1,1
'2026-05-29 18:45:21.591687000,3.495687000,1,0
'2026-05-29 18:45:21.591695600,3.495695600,1,1
'2026-05-29 18:45:21.591704400,3.495704400,1,0
'2026-05-29 18:45:21.591721800,3.495721800,1,1
'2026-05-29 18:45:21.591730400,3.495730400,1,0
'2026-05-29 18:45:21.591782600,3.495782600,1,1
'2026-05-29 18:45:21.591791200,3.495791200,1,0
'2026-05-29 18:45:21.591869400,3.495869400,1,1
'2026-05-29 18:45:21.591878200,3.495878200,1,0
'2026-05-29 18:45:21.591956200,3.495956200,1,1
'2026-05-29 18:45:21.591965000,3.495965000,1,0
'2026-05-29 18:45:21.591973600,3.495973600,1,1
'2026-05-29 18:45:21.592034600,3.496034600,1,0
'2026-05-29 18:45:21.592043200,3.496043200,1,1
'2026-05-29 18:45:21.592051800,3.496051800,1,0
'2026-05-29 18:45:21.592060600,3.496060600,1,1
'2026-05-29 18:45:21.592069200,3.496069200,1,0
'2026-05-29 18:45:21.592121400,3.496121400,1,1
'2026-05-29 18:45:21.592138800,3.496138800,1,0
'2026-05-29 18:45:21.592147400,3.496147400,1,1
'2026-05-29 18:45:21.592156200,3.496156200,1,0
'2026-05-29 18:45:21.592173600,3.496173600,1,1
'2026-05-29 18:45:21.592182200,3.496182200,1,0
'2026-05-29 18:45:21.592190800,3.496190800,1,1
'2026-05-29 18:45:21.592199600,3.496199600,1,0
'2026-05-29 18:45:21.592217000,3.496217000,1,1
'2026-05-29 18:45:21.592225600,3.496225600,1,0
'2026-05-29 18:45:21.592234400,3.496234400,1,1
'2026-05-29 18:45:21.592251800,3.496251800,1,0
'2026-05-29 18:45:21.592303800,3.496303800,1,1
'2026-05-29 18:45:21.592312600,3.496312600,1,0
'2026-05-29 18:45:21.592321200,3.496321200,1,1
'2026-05-29 18:45:21.592330000,3.496330000,1,0
'2026-05-29 18:45:21.592338600,3.496338600,1,1
'2026-05-29 18:45:21.592347200,3.496347200,1,0
'2026-05-29 18:45:21.592382000,3.496382000,1,1
'2026-05-29 18:45:21.592399400,3.496399400,1,0
'2026-05-29 18:45:21.592408000,3.496408000,1,1
'2026-05-29 18:45:21.592434200,3.496434200,1,0
'2026-05-29 18:45:21.592477600,3.496477600,1,1
'2026-05-29 18:45:22.589766600,4.493766600,1,0
'2026-05-29 18:45:22.589775400,4.493775400,1,1
'2026-05-29 18:45:22.589784000,4.493784000,1,0
'2026-05-29 18:45:22.589792800,4.493792800,1,1
'2026-05-29 18:45:22.589801400,4.493801400,1,0
'2026-05-29 18:45:22.589810200,4.493810200,1,1
'2026-05-29 18:45:22.589818800,4.493818800,1,0
'2026-05-29 18:45:22.589827400,4.493827400,1,1
'2026-05-29 18:45:22.589836200,4.493836200,1,0
'2026-05-29 18:45:22.589844800,4.493844800,1,1
'2026-05-29 18:45:22.589853600,4.493853600,1,0
'2026-05-29 18:45:22.589862200,4.493862200,1,1
'2026-05-29 18:45:22.589871000,4.493871000,1,0
'2026-05-29 18:45:22.589888400,4.493888400,1,1
'2026-05-29 18:45:22.589914400,4.493914400,1,0
'2026-05-29 18:45:22.589931800,4.493931800,1,1
'2026-05-29 18:45:22.589940400,4.493940400,1,0
'2026-05-29 18:45:22.589966400,4.493966400,1,1
'2026-05-29 18:45:22.589975200,4.493975200,1,0
'2026-05-29 18:45:22.590018600,4.494018600,1,1
'2026-05-29 18:45:22.590027400,4.494027400,1,0
'2026-05-29 18:45:22.590036000,4.494036000,1,1
'2026-05-29 18:45:22.590044600,4.494044600,1,0
'2026-05-29 18:45:22.590053400,4.494053400,1,1
'2026-05-29 18:45:22.590062000,4.494062000,1,0
'2026-05-29 18:45:22.590079400,4.494079400,1,1
'2026-05-29 18:45:22.590088200,4.494088200,1,0
'2026-05-29 18:45:22.590105400,4.494105400,1,1
'2026-05-29 18:45:22.590114200,4.494114200,1,0
'2026-05-29 18:45:22.590122800,4.494122800,1,1
'2026-05-29 18:45:22.590140200,4.494140200,1,0
'2026-05-29 18:45:22.590149000,4.494149000,1,1
'2026-05-29 18:45:22.590157600,4.494157600,1,0
'2026-05-29 18:45:22.590192400,4.494192400,1,1
'2026-05-29 18:45:22.590201000,4.494201000,1,0
'2026-05-29 18:45:22.590218400,4.494218400,1,1
'2026-05-29 18:45:22.590227200,4.494227200,1,0
'2026-05-29 18:45:22.590279200,4.494279200,1,1
'2026-05-29 18:45:22.590288000,4.494288000,1,0
'2026-05-29 18:45:22.590357400,4.494357400,1,1
'2026-05-29 18:45:22.590374800,4.494374800,1,0
'2026-05-29 18:45:22.590383600,4.494383600,1,1
'2026-05-29 18:45:22.590435600,4.494435600,1,0
'2026-05-29 18:45:22.590453000,4.494453000,1,1
'2026-05-29 18:45:22.590461800,4.494461800,1,0
'2026-05-29 18:45:22.590540000,4.494540000,1,1
'2026-05-29 18:45:22.590548600,4.494548600,1,0
'2026-05-29 18:45:22.590557200,4.494557200,1,1
'2026-05-29 18:45:22.590566000,4.494566000,1,0
'2026-05-29 18:45:22.590574600,4.494574600,1,1
'2026-05-29 18:45:22.590592000,4.494592000,1,0
'2026-05-29 18:45:22.590626800,4.494626800,1,1
'2026-05-29 18:45:22.590635400,4.494635400,1,0
'2026-05-29 18:45:22.590652800,4.494652800,1,1
'2026-05-29 18:45:22.590661600,4.494661600,1,0
'2026-05-29 18:45:22.590713600,4.494713600,1,1
'2026-05-29 18:45:22.590722400,4.494722400,1,0
'2026-05-29 18:45:22.590800600,4.494800600,1,1
'2026-05-29 18:45:22.590809200,4.494809200,1,0
'2026-05-29 18:45:22.590818000,4.494818000,1,1
'2026-05-29 18:45:22.590844000,4.494844000,1,0
'2026-05-29 18:45:22.590887400,4.494887400,1,1
'2026-05-29 18:45:22.590896200,4.494896200,1,0
'2026-05-29 18:45:22.590922200,4.494922200,1,1
'2026-05-29 18:45:22.590957000,4.494957000,1,0
'2026-05-29 18:45:22.590974400,4.494974400,1,1
'2026-05-29 18:45:22.590983000,4.494983000,1,0
'2026-05-29 18:45:22.591061200,4.495061200,1,1
'2026-05-29 18:45:22.591070000,4.495070000,1,0
'2026-05-29 18:45:22.591148000,4.495148000,1,1
'2026-05-29 18:45:22.591156800,4.495156800,1,0
'2026-05-29 18:45:22.591165400,4.495165400,1,1
'2026-05-29 18:45:22.591182800,4.495182800,1,0
'2026-05-29 18:45:22.591235000,4.495235000,1,1
'2026-05-29 18:45:22.591243600,4.495243600,1,0
